 time       EAIS       Ross   Amundsen    Weddell  Peninsula
   78   -0.04012   -0.04151   -0.08561   -0.01545   -0.09350
   79   -0.04016   -0.04361   -0.08714   -0.01499   -0.09537
   80   -0.04172   -0.04334   -0.08868   -0.01622   -0.09601
   81   -0.04241   -0.04467   -0.09069   -0.01625   -0.09773
   82   -0.04334   -0.04487   -0.09175   -0.01722   -0.09923
   83   -0.04359   -0.04429   -0.09355   -0.01736   -0.10099
   84   -0.04442   -0.04422   -0.09539   -0.01833   -0.10224
   85   -0.04515   -0.04499   -0.09712   -0.01880   -0.10413
   86   -0.04518   -0.04523   -0.09806   -0.01872   -0.10550
   87   -0.04575   -0.04616   -0.09991   -0.02011   -0.10757
   88   -0.04661   -0.04832   -0.10157   -0.02074   -0.10868
   89   -0.04744   -0.04761   -0.10360   -0.02080   -0.11052
   90   -0.04782   -0.04780   -0.10506   -0.02184   -0.11282
   91   -0.04847   -0.04959   -0.10598   -0.02206   -0.11417
   92   -0.04886   -0.05056   -0.10715   -0.02213   -0.11554
   93   -0.05077   -0.04965   -0.10888   -0.02271   -0.11699
   94   -0.05161   -0.04899   -0.11038   -0.02325   -0.11886
   95   -0.05268   -0.04935   -0.11234   -0.02303   -0.12116
   96   -0.05285   -0.04806   -0.11322   -0.02352   -0.12243
   97   -0.05433   -0.04781   -0.11449   -0.02431   -0.12478
   98   -0.05543   -0.04799   -0.11623   -0.02409   -0.12560
   99   -0.05545   -0.04846   -0.11798   -0.02486   -0.12797
  100   -0.05639   -0.04887   -0.11956   -0.02467   -0.13035
  101   -0.05722   -0.04925   -0.12163   -0.02528   -0.13129
  102   -0.05838   -0.04862   -0.12247   -0.02677   -0.13317
  103   -0.05949   -0.05069   -0.12429   -0.02648   -0.13477
  104   -0.06035   -0.04975   -0.12572   -0.02770   -0.13669
  105   -0.06169   -0.05059   -0.12714   -0.02750   -0.13851
  106   -0.06244   -0.04914   -0.12855   -0.02852   -0.14006
  107   -0.06351   -0.04978   -0.12971   -0.02869   -0.14140
  108   -0.06506   -0.04917   -0.13186   -0.02946   -0.14333
  109   -0.06543   -0.04989   -0.13345   -0.02990   -0.14558
  110   -0.06643   -0.04845   -0.13499   -0.03025   -0.14673
  111   -0.06754   -0.05018   -0.13662   -0.03061   -0.14860
  112   -0.06892   -0.05007   -0.13842   -0.03146   -0.14950
  113   -0.06945   -0.04868   -0.13920   -0.03195   -0.15136
  114   -0.07112   -0.04837   -0.14124   -0.03246   -0.15266
  115   -0.07145   -0.04839   -0.14288   -0.03233   -0.15484
  116   -0.07211   -0.04847   -0.14422   -0.03263   -0.15674
  117   -0.07315   -0.04723   -0.14630   -0.03283   -0.15849
  118   -0.07445   -0.04972   -0.14801   -0.03282   -0.16041
  119   -0.07552   -0.05122   -0.14961   -0.03375   -0.16215
  120   -0.07648   -0.05383   -0.15185   -0.03399   -0.16381
  121   -0.07745   -0.05284   -0.15372   -0.03454   -0.16611
  122   -0.07895   -0.05036   -0.15546   -0.03471   -0.16761
  123   -0.08041   -0.05044   -0.15758   -0.03529   -0.16977
  124   -0.08129   -0.05064   -0.15920   -0.03529   -0.17113
  125   -0.08227   -0.04993   -0.16082   -0.03567   -0.17222
  126   -0.08292   -0.05063   -0.16260   -0.03549   -0.17409
  127   -0.08385   -0.05057   -0.16492   -0.03629   -0.17681
  128   -0.08532   -0.05058   -0.16542   -0.03630   -0.17757
  129   -0.08613   -0.05010   -0.16751   -0.03627   -0.17899
  130   -0.08684   -0.04994   -0.16926   -0.03654   -0.18077
  131   -0.08791   -0.05118   -0.17060   -0.03745   -0.18347
  132   -0.08944   -0.05212   -0.17275   -0.03843   -0.18444
  133   -0.08982   -0.05089   -0.17392   -0.03893   -0.18609
  134   -0.09122   -0.05164   -0.17584   -0.03943   -0.18846
  135   -0.09171   -0.05163   -0.17748   -0.03986   -0.18981
  136   -0.09272   -0.05133   -0.17941   -0.04083   -0.19106
  137   -0.09398   -0.05185   -0.18100   -0.04157   -0.19332
  138   -0.09478   -0.05246   -0.18147   -0.04156   -0.19504
  139   -0.09524   -0.05295   -0.18276   -0.04216   -0.19668
  140   -0.09562   -0.05256   -0.18478   -0.04282   -0.19761
  141   -0.09669   -0.05353   -0.18655   -0.04384   -0.19974
  142   -0.09742   -0.05329   -0.18933   -0.04447   -0.20193
  143   -0.09844   -0.05345   -0.19037   -0.04509   -0.20321
  144   -0.09901   -0.05349   -0.19215   -0.04612   -0.20522
  145   -0.10011   -0.05483   -0.19358   -0.04663   -0.20692
  146   -0.10102   -0.05555   -0.19578   -0.04789   -0.20846
  147   -0.10236   -0.05446   -0.19693   -0.04837   -0.21059
  148   -0.10324   -0.05479   -0.19876   -0.04928   -0.21181
  149   -0.10425   -0.05533   -0.20047   -0.04963   -0.21371
  150   -0.10530   -0.05556   -0.20208   -0.04996   -0.21507
  151   -0.10547   -0.05548   -0.20422   -0.05099   -0.21726
  152   -0.10715   -0.05634   -0.20551   -0.05190   -0.21907
  153   -0.10773   -0.05694   -0.20733   -0.05299   -0.22095
  154   -0.10918   -0.05707   -0.20857   -0.05367   -0.22277
  155   -0.11009   -0.05738   -0.21032   -0.05438   -0.22402
  156   -0.11139   -0.05740   -0.21183   -0.05461   -0.22600
  157   -0.11146   -0.05878   -0.21352   -0.05510   -0.22720
  158   -0.11284   -0.05754   -0.21429   -0.05644   -0.22938
  159   -0.11352   -0.05698   -0.21624   -0.05731   -0.23097
  160   -0.11428   -0.05721   -0.21823   -0.05794   -0.23309
  161   -0.11541   -0.05725   -0.21940   -0.05874   -0.23423
  162   -0.11635   -0.05757   -0.22132   -0.06015   -0.23661
  163   -0.11739   -0.05787   -0.22309   -0.06095   -0.23805
  164   -0.11860   -0.05831   -0.22455   -0.06146   -0.23943
  165   -0.11929   -0.05901   -0.22615   -0.06219   -0.24156
  166   -0.12116   -0.05872   -0.22736   -0.06351   -0.24329
  167   -0.12166   -0.05883   -0.22834   -0.06452   -0.24477
  168   -0.12252   -0.05798   -0.23073   -0.06519   -0.24669
  169   -0.12361   -0.05850   -0.23260   -0.06641   -0.24859
  170   -0.12476   -0.05905   -0.23392   -0.06650   -0.25011
  171   -0.12557   -0.05894   -0.23548   -0.06689   -0.25203
  172   -0.12679   -0.05936   -0.23703   -0.06730   -0.25417
  173   -0.12823   -0.05958   -0.23887   -0.06776   -0.25568
  174   -0.12938   -0.06011   -0.24075   -0.06856   -0.25770
  175   -0.13038   -0.05991   -0.24191   -0.06937   -0.25906
  176   -0.13076   -0.06078   -0.24356   -0.07002   -0.26085
  177   -0.13284   -0.06106   -0.24575   -0.07143   -0.26276
  178   -0.13304   -0.06125   -0.24681   -0.07153   -0.26487
  179   -0.13495   -0.06217   -0.24824   -0.07187   -0.26646
  180   -0.13571   -0.06329   -0.25034   -0.07274   -0.26802
  181   -0.13652   -0.06252   -0.25246   -0.07316   -0.26981
  182   -0.13697   -0.06268   -0.25358   -0.07371   -0.27133
  183   -0.13849   -0.06273   -0.25530   -0.07417   -0.27334
  184   -0.13953   -0.06357   -0.25641   -0.07504   -0.27478
  185   -0.14051   -0.06317   -0.25780   -0.07548   -0.27592
  186   -0.14120   -0.06388   -0.25942   -0.07617   -0.27783
  187   -0.14262   -0.06440   -0.26107   -0.07702   -0.27970
  188   -0.14270   -0.06433   -0.26216   -0.07734   -0.28165
  189   -0.14447   -0.06472   -0.26352   -0.07900   -0.28347
  190   -0.14523   -0.06568   -0.26501   -0.07865   -0.28497
  191   -0.14564   -0.06532   -0.26662   -0.07944   -0.28676
  192   -0.14692   -0.06581   -0.26835   -0.07983   -0.28871
  193   -0.14829   -0.06592   -0.26996   -0.08002   -0.29067
  194   -0.14946   -0.06688   -0.27158   -0.08092   -0.29177
  195   -0.15051   -0.06700   -0.27335   -0.08187   -0.29320
  196   -0.15141   -0.06770   -0.27497   -0.08214   -0.29475
  197   -0.15315   -0.06924   -0.27665   -0.08366   -0.29669
  198   -0.15386   -0.06880   -0.27773   -0.08396   -0.29875
  199   -0.15499   -0.06906   -0.27930   -0.08476   -0.30164
  200   -0.15650   -0.07057   -0.28112   -0.08593   -0.30235
